term,sessionPeriod,sessionTimes,meetingTimes,billNo,billName,billOrg,billProposer,billCosignatory,billStatus,pdfUrl,docUrl,selectTerm,X,file_name,changed_ratio
9,2,10,NA,1.05102E+15,「科學技術基本法第六條、第十二條及第十三條條文修正草案」，請審議案。,本院委員陳亭妃等23人,陳亭妃　　許智傑　　蘇震清　　陳歐珀　　 ,陳賴素美　黃秀芳　　陳曼麗　　柯建銘　　鍾孔炤　　黃國書　　鍾佳濱　　羅致政　　洪宗熠　　陳素月　　施義芳　　賴瑞隆　　張廖萬堅　李俊俋　　何欣純　　蔡易餘　　陳明文　　姚文智　　陳其邁　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00027.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00027.doc,902,NA,LCEWA01_090208_00027,11.14616193
9,2,8,NA,1.05102E+15,「法院組織法第九十條之四條文修正草案」，請審議案。,本院委員賴士葆等21人,賴士葆　　 ,陳宜民　　孔文吉　　曾銘宗　　張麗善　　林為洲　　林麗蟬　　徐榛蔚　　徐志榮　　陳學聖　　柯志恩　　李彥秀　　簡東明　　盧秀燕　　許毓仁　　許淑華　　楊鎮浯　　蔣萬安　　蔣乃辛　　黃昭順　　羅明才　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00032.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00032.doc,902,NA,LCEWA01_090208_00032,11.18421053
9,2,10,NA,1.05102E+15,「法院組織法第九十條之四條文修正草案」，請審議案。,本院委員賴士葆等21人,賴士葆　　 ,陳宜民　　孔文吉　　曾銘宗　　張麗善　　林為洲　　林麗蟬　　徐榛蔚　　徐志榮　　陳學聖　　柯志恩　　李彥秀　　簡東明　　盧秀燕　　許毓仁　　許淑華　　楊鎮浯　　蔣萬安　　蔣乃辛　　黃昭順　　羅明才　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00032.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00032.doc,902,NA,LCEWA01_090208_00032,11.18421053
9,2,5,NA,1.05093E+15,「幼兒教育及照顧法第七條條文修正草案」，請審議案。,本院委員林德福等23人,林德福　　蔣乃辛　　黃昭順　　鄭天財　　陳怡潔　　呂玉玲　　 ,陳學聖　　曾銘宗　　李彥秀　　馬文君　　林麗蟬　　許淑華　　蔣萬安　　徐志榮　　簡東明　　陳宜民　　林為洲　　賴士葆　　王育敏　　許毓仁　　楊鎮浯　　王金平　　費鴻泰　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00044.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00044.doc,902,NA,LCEWA01_090205_00044,11.20689655
9,2,8,NA,1.05102E+15,「就業服務法第二十四條、第二十七條及第二十八條條文修正草案」，請審議案。,本院委員林麗蟬等27人,林麗蟬　　陳學聖　　陳雪生　　柯志恩　　王惠美　　 ,蔣乃辛　　許淑華　　曾銘宗　　何欣純　　林為洲　　李彥秀　　蔣萬安　　林德福　　羅明才　　許毓仁　　簡東明　　鄭天財　　陳怡潔　　李鴻鈞　　徐永明　　高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal　 余宛如　　徐志榮　　周陳秀霞　　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00024.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00024.doc,902,NA,LCEWA01_090208_00024,11.40065147
9,2,10,NA,1.05102E+15,「就業服務法第二十四條、第二十七條及第二十八條條文修正草案」，請審議案。,本院委員林麗蟬等27人,林麗蟬　　陳學聖　　陳雪生　　柯志恩　　王惠美　　 ,蔣乃辛　　許淑華　　曾銘宗　　何欣純　　林為洲　　李彥秀　　蔣萬安　　林德福　　羅明才　　許毓仁　　簡東明　　鄭天財　　陳怡潔　　李鴻鈞　　徐永明　　高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal　 余宛如　　徐志榮　　周陳秀霞　　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00024.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00024.doc,902,NA,LCEWA01_090208_00024,11.40065147
9,2,1,NA,1.05073E+15,「通訊保障及監察法第十三條、第十八條之一及第二十七條條文修正草案」，請審議案。,本院委員許淑華等16人,許淑華,王惠美　　曾銘宗　　張麗善　　黃昭順　　孔文吉　　林為洲　　王育敏　　李彥秀　　鄭天財　　林德福　　蔣乃辛　　柯志恩　　江啟臣　　林麗蟬　　許毓仁　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00021.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00021.doc,902,NA,LCEWA01_090201_00021,11.54499151
9,2,10,NA,1.0511E+15,「菸害防制法部分條文修正草案」，請審議案。,本院委員陳明文等21人,陳明文　　蘇震清　　何欣純　　劉建國　　林俊憲　　 ,洪宗熠　　張廖萬堅　周春米　　鄭寶清　　鍾孔炤　　劉世芳　　余宛如　　李麗芬　　蔡易餘　　施義芳　　林岱樺　　郭正亮　　陳賴素美　邱議瑩　　陳歐珀　　趙正宇　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/10/LCEWA01_090210_00016.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/10/LCEWA01_090210_00016.doc,902,NA,LCEWA01_090210_00016,11.60023795
9,2,8,NA,1.05102E+15,「身心障礙者權益保障法第十四條條文修正草案」，請審議案。,本院委員蔣萬安等19人,蔣萬安　　徐榛蔚　　李彥秀　　 ,曾銘宗　　許毓仁　　許淑華　　鄭天財　　賴士葆　　簡東明　　陳超明　　張麗善　　林麗蟬　　呂玉玲　　林為洲　　蔣乃辛　　盧秀燕　　王育敏　　費鴻泰　　柯志恩　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00010.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00010.doc,902,NA,LCEWA01_090208_00010,11.61616162
9,2,10,NA,1.0511E+15,「災害防救法第二十四條條文修正草案」，請審議案。,本院委員林靜儀等22人,林靜儀　　呂孫綾　　 ,鄭運鵬　　吳思瑤　　蘇震清　　葉宜津　　吳玉琴　　黃秀芳　　姚文智　　Kolas Yotaka　　　　施義芳　　邱泰源　　劉建國　　蔡培慧　　余宛如　　鍾孔炤　　陳曼麗　　李俊俋　　張廖萬堅　高志鵬　　陳賴素美　蔡易餘　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/10/LCEWA01_090210_00033.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/10/LCEWA01_090210_00033.doc,902,NA,LCEWA01_090210_00033,12.20930233
9,2,7,NA,1.05101E+15,「全民防衛動員準備法第九條條文修正草案」，請審議案。,本院委員洪宗熠等16人,洪宗熠　　 ,黃秀芳　　葉宜津　　蔡適應　　趙天麟　　李俊俋　　 Kolas．Yotaka　　　　姚文智　　蘇巧慧　　陳其邁　　羅致政　　吳焜裕　　林俊憲　　邱議瑩　　高志鵬　　吳琪銘　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/07/LCEWA01_090207_00017.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/07/LCEWA01_090207_00017.doc,902,NA,LCEWA01_090207_00017,13.04347826
9,2,9,NA,1.05102E+15,「中央政府總預算案審查程序第三條條文修正草案」，請審議案。,本院委員何欣純等23人,何欣純　　呂孫綾　　 ,劉櫂豪　　王定宇　　周春米　　高志鵬　　林岱樺　　李麗芬　　王榮璋　　葉宜津　　施義芳　　黃秀芳　　陳亭妃　　吳思瑤　　段宜康　　李昆澤　　鄭寶清　　趙正宇　　尤美女　　蘇巧慧　　張宏陸　　陳曼麗　　劉建國　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00013.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00013.doc,902,NA,LCEWA01_090209_00013,13.11134235
9,2,6,NA,1.05101E+15,「證券交易法第四十三條之四及第一百七十四條條文修正草案」，請審議案。,本院親民黨黨團,親民黨立法院黨團　　李鴻鈞　　,,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/06/LCEWA01_090206_00057.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/06/LCEWA01_090206_00057.doc,902,NA,LCEWA01_090206_00057,13.13383209
9,2,5,NA,1.05093E+15,「消防法第三十條條文修正草案」，請審議案。,本院委員洪宗熠等21人,洪宗熠　　呂孫綾　　劉建國　　蔡適應　　 ,黃秀芳　　葉宜津　　李俊俋　　姚文智　　蘇巧慧　　高志鵬　　陳其邁　　劉櫂豪　　陳歐珀　　吳思瑤　　段宜康　　鍾佳濱　　何欣純　　賴瑞隆　　蔡易餘　　林俊憲　　Kolas Yotaka,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00029.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00029.doc,902,NA,LCEWA01_090205_00029,13.1443299
9,2,5,NA,1.051E+15,「刑事訴訟法第一百零一條及第四百零四條之一條文修正草案」，請審議案。,本院時代力量黨團,時代力量立法院黨團　 黃國昌　　林昶佐　　徐永明 高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00053.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00053.doc,902,NA,LCEWA01_090205_00053,13.17073171
9,2,7,NA,1.05101E+15,「環境教育法第一條、第九條及第二十二條條文修正草案」，請審議案。,本院委員何欣純等20人,何欣純　　葉宜津　　陳學聖　　 ,鍾佳濱　　黃國書　　吳思瑤　　鄭運鵬　　柯志恩　　許智傑　　李麗芬　　張廖萬堅　鄭天財　　劉櫂豪　　賴瑞隆　　蕭美琴　　趙正宇　　李昆澤　　蘇巧慧　　林麗蟬　　Kolas Yotaka,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/07/LCEWA01_090207_00015.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/07/LCEWA01_090207_00015.doc,902,NA,LCEWA01_090207_00015,13.50649351
9,2,5,NA,1.05092E+15,「人民團體法第三十四條條文修正草案」，請審議案。,本院委員張廖萬堅等22人,張廖萬堅,許智傑　　蔡易餘　　莊瑞雄　　陳　瑩　　葉宜津　　黃國書　　羅致政　　呂孫綾　　李麗芬　　林淑芬　　黃偉哲　　吳思瑤　　李俊俋　　鍾孔炤　　郭正亮　　鍾佳濱　　施義芳　　林俊憲　　賴瑞隆　　黃秀芳　　邱議瑩　　　　　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00012.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00012.doc,902,NA,LCEWA01_090205_00012,13.95348837
9,2,8,NA,1.05102E+15,「住宅法第三條、第四條及第十二條條文修正草案」，請審議案。,本院委員王育敏等20人,王育敏　　蔣萬安　　陳學聖　　許毓仁　　 ,黃昭順　　陳超明　　林麗蟬　　楊鎮浯　　李彥秀　　陳宜民　　江啟臣　　張麗善　　曾銘宗　　羅明才　　蔣乃辛　　鄭天財　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00017.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00017.doc,902,NA,LCEWA01_090208_00017,14.4295302
9,2,5,NA,1.05093E+15,「勞動基準法第三十四條條文修正草案」，請審議案。,本院委員王育敏等16人,王育敏　　 ,李彥秀　　陳宜民　　蔣萬安　　廖國棟　　林德福　　林麗蟬　　柯志恩　　徐志榮　　許毓仁　　黃昭順　　張麗善　　陳怡潔　　賴士葆　　鄭天財　　曾銘宗　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00024.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00024.doc,902,NA,LCEWA01_090205_00024,14.92537313
9,2,5,NA,1.05093E+15,「加值型及非加值型營業稅法部分條文修正草案」案。,行政院,,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00058.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00058.doc,902,NA,LCEWA01_090205_00058,14.96881497
9,2,9,NA,1.05102E+15,「性別工作平等法部分條文修正草案」，請審議案。,本院委員尤美女等34人,尤美女　　周春米　　陳曼麗　　蘇震清　　 ,邱志偉　　林俊憲　　葉宜津　　陳賴素美　余宛如　　王定宇　　施義芳　　黃秀芳　　王榮璋　　江永昌　　鄭運鵬　　呂孫綾　　陳亭妃　　鍾孔炤　　趙天麟　　林岱樺　　段宜康　　林靜儀　　羅致政　　陳　瑩　　黃國書　　管碧玲　　李麗芬　　吳玉琴　　賴瑞隆　　吳焜裕　　林淑芬　　蘇治芬　　劉世芳　　劉建國　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00021.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00021.doc,902,NA,LCEWA01_090209_00021,15.06591337
9,2,6,NA,1.051E+15,「菸酒管理法第五十七條及第五十九條條文修正草案」，請審議案。,本院委員曾銘宗等17人,曾銘宗　　 ,黃昭順　　徐榛蔚　　鄭天財　　柯志恩　　林麗蟬　　吳志揚　　許淑華　　許毓仁　　楊鎮浯　　羅明才　　張麗善　　陳宜民　　孔文吉　　簡東明　　林德福　　王育敏　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/06/LCEWA01_090206_00039.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/06/LCEWA01_090206_00039.doc,902,NA,LCEWA01_090206_00039,15.47619048
9,2,2,NA,1.05091E+15,「教育基本法第十條條文修正草案」，請審議案。,本院委員賴士葆等23人,賴士葆,鄭天財　　王惠美　　張麗善　　呂玉玲　　廖國棟　　林德福　　曾銘宗　　江啟臣　　盧秀燕　　王育敏　　柯志恩　　蔣乃辛　　陳雪生　　林麗蟬　　徐榛蔚　　吳志揚　　楊鎮浯　　徐志榮　　李彥秀　　蔣萬安　　陳宜民　　黃昭順　　陳學聖　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/02/LCEWA01_090202_00008.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/02/LCEWA01_090202_00008.doc,902,NA,LCEWA01_090202_00008,15.52795031
9,2,8,NA,1.05102E+15,「國民體育法第十四條條文修正草案」，請審議案。,本院委員段宜康等23人,段宜康　　呂孫綾　　林俊憲　　賴瑞隆　　莊瑞雄　　吳思瑤　　陳其邁　　 ,黃國書　　李俊俋　　陳曼麗　　施義芳　　蔡易餘　　郭正亮　　陳賴素美　王榮璋　　羅致政　　鄭運鵬　　高志鵬　　吳焜裕　　尤美女　　鍾孔炤　　蘇巧慧,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00020.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00020.doc,902,NA,LCEWA01_090208_00020,15.56886228
9,2,10,NA,1.05102E+15,「國民體育法第十四條條文修正草案」，請審議案。,本院委員段宜康等23人,段宜康　　呂孫綾　　林俊憲　　賴瑞隆　　莊瑞雄　　吳思瑤　　陳其邁　　 ,黃國書　　李俊俋　　陳曼麗　　施義芳　　蔡易餘　　郭正亮　　陳賴素美　王榮璋　　羅致政　　鄭運鵬　　高志鵬　　吳焜裕　　尤美女　　鍾孔炤　　蘇巧慧,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00020.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00020.doc,902,NA,LCEWA01_090208_00020,15.56886228
9,2,10,NA,1.05111E+15,「空氣污染防制法第二條、第三十一條及第三十四條條文修正草案」，請審議案。,本院委員賴瑞隆等18人,賴瑞隆　　劉建國　　陳賴素美　 ,洪宗熠　　邱泰源　　張宏陸　　林俊憲　　鄭運鵬　　呂孫綾　　施義芳　　邱議瑩　　吳焜裕　　蘇巧慧　　江永昌　　黃國書　　邱志偉　　吳玉琴　　陳明文　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/10/LCEWA01_090210_00045.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/10/LCEWA01_090210_00045.doc,902,NA,LCEWA01_090210_00045,16.09589041
9,2,1,NA,1.05071E+15,「使用牌照稅法第十條條文修正草案」，請審議案。,本院委員邱議瑩等16人,邱議瑩　　何欣純,吳焜裕　　呂孫綾　　林俊憲　　余宛如　　蘇震清　　鍾佳濱　　蔡易餘　　周春米　　蘇巧慧　　黃偉哲　　邱志偉　　鄭運鵬　　王定宇　　賴瑞隆　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00008.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00008.doc,902,NA,LCEWA01_090201_00008,16.54135338
9,2,10,NA,1.05103E+15,「勞資爭議處理法第六條條文修正草案」，請審議案。,本院委員鍾孔炤等18人,鍾孔炤　　 ,黃秀芳　　鄭寶清　　林俊憲　　劉世芳　　呂孫綾　　賴瑞隆　　蔡易餘　　蔡適應　　林靜儀　　邱議瑩　　羅致政　　鍾佳濱　　劉建國　　何欣純　　張廖萬堅　Kolas Yotaka　　　　 陳歐珀　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/10/LCEWA01_090210_00011.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/10/LCEWA01_090210_00011.doc,902,NA,LCEWA01_090210_00011,16.96969697
9,2,9,NA,1.05103E+15,「學生輔導法第十二條條文修正草案」，請審議案。,本院委員郭正亮等19人,郭正亮　　賴瑞隆　　莊瑞雄　　 ,吳玉琴　　張宏陸　　余宛如　　黃國書　　黃偉哲　　蔡易餘　　邱泰源　　鍾孔炤　　施義芳　　江永昌　　陳其邁　　羅致政　　王榮璋　　王定宇　　洪宗熠　　姚文智　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00027.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00027.doc,902,NA,LCEWA01_090209_00027,17.08333333
9,2,6,NA,1.051E+15,「國有財產法第五十二條之二條文修正草案」，請審議案。,本院委員管碧玲等16人,管碧玲　　何欣純　　 ,蘇震清　　莊瑞雄　　施義芳　　黃偉哲　　洪宗熠　　黃國書　　羅致政　　郭正亮　　李俊俋　　蕭美琴　　陳明文　　趙正宇　　余宛如　　林靜儀　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/06/LCEWA01_090206_00037.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/06/LCEWA01_090206_00037.doc,902,NA,LCEWA01_090206_00037,17.14285714
9,2,1,NA,1.05071E+15,「道路交通管理處罰條例第三十七條、第六十七條及第八十七條條文修正草案」，請查照審議。,行政院,,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00039.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00039.doc,902,NA,LCEWA01_090201_00039,17.18480138
9,2,7,NA,1.05101E+15,「行政院組織法第九條條文修正草案」，請審議案。,本院委員蔣乃辛等18人,蔣乃辛　　陳學聖　　 ,陳超明　　陳宜民　　許淑華　　林為洲　　王育敏　　羅明才　　費鴻泰　　蔣萬安　　徐志榮　　林麗蟬　　柯志恩　　李彥秀　　鄭天財　　簡東明　　林德福　　許毓仁　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/07/LCEWA01_090207_00020.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/07/LCEWA01_090207_00020.doc,902,NA,LCEWA01_090207_00020,17.54385965
9,2,9,NA,1.05103E+15,「民法第一千一百三十八條及第一千二百二十三條條文修正草案」，請審議案。,本院委員許毓仁等17人,許毓仁　　 ,柯志恩　　楊鎮浯　　陳宜民　　黃昭順　　蔣萬安　　洪慈庸　　呂孫綾　　曾銘宗　　許淑華　　王金平　　尤美女　　鄭運鵬　　林為洲　　林昶佐　　李彥秀　　高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00010.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00010.doc,902,NA,LCEWA01_090209_00010,17.80104712
9,2,9,NA,1.05103E+15,「毒品危害防制條例部分條文修正草案」，請審議案。,本院委員郭正亮等18人,郭正亮　　賴瑞隆　　莊瑞雄　　 ,黃偉哲　　吳玉琴　　張宏陸　　鍾孔炤　　邱泰源　　余宛如　　羅致政　　黃國書　　王定宇　　施義芳　　洪宗熠　　蔡易餘　　王榮璋　　姚文智　　陳其邁　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00025.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00025.doc,902,NA,LCEWA01_090209_00025,19.15920055
9,2,10,NA,1.05111E+15,「產業創新條例第十條、第十二條之一及第七十條條文修正草案」，請審議案。,本院時代力量黨團,時代力量立法院黨團　黃國昌　,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/10/LCEWA01_090210_00049.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/10/LCEWA01_090210_00049.doc,902,NA,LCEWA01_090210_00049,19.53255426
9,2,9,NA,1.05103E+15,「運動產業發展條例第二十五條及第二十六條條文修正草案」，請審議案。,本院委員許毓仁等18人,許毓仁　　陳學聖 ,簡東明　　趙正宇　　李鴻鈞　　蔣乃辛　　曾銘宗　　鄭天財　　林麗蟬　　蔣萬安　　陳怡潔　　王育敏　　羅明才　　馬文君　　徐志榮　　林德福　　林為洲　　周陳秀霞　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00009.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00009.doc,902,NA,LCEWA01_090209_00009,19.76284585
9,2,10,NA,1.0511E+15,「就業服務法第五十四條、第六十九條及第七十條條文修正草案」，請審議案。,本院委員李鴻鈞等17人,李鴻鈞　　陳怡潔　　林俊憲　　 ,徐志榮　　陳學聖　　林麗蟬　　鄭寶清　　林德福　　曾銘宗　　鄭天財　　趙正宇　　柯志恩　　周陳秀霞　羅明才　　許毓仁　　陳超明　　張麗善　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/10/LCEWA01_090210_00031.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/10/LCEWA01_090210_00031.doc,902,NA,LCEWA01_090210_00031,19.8757764
9,2,8,NA,1.05102E+15,「中央行政機關組織基準法第十九條及第十九條之一條文修正草案」，請審議案。,本院委員段宜康等18人,段宜康　　 ,賴瑞隆　　邱志偉　　黃國書　　陳賴素美　王榮璋　　吳思瑤　　吳焜裕　　鄭運鵬　　施義芳　　高志鵬　　蔡易餘　　林靜儀　　莊瑞雄　　羅致政　　周春米　　劉世芳　　吳琪銘　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00019.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00019.doc,902,NA,LCEWA01_090208_00019,20.23809524
9,2,10,NA,1.05102E+15,「中央行政機關組織基準法第十九條及第十九條之一條文修正草案」，請審議案。,本院委員段宜康等18人,段宜康　　 ,賴瑞隆　　邱志偉　　黃國書　　陳賴素美　王榮璋　　吳思瑤　　吳焜裕　　鄭運鵬　　施義芳　　高志鵬　　蔡易餘　　林靜儀　　莊瑞雄　　羅致政　　周春米　　劉世芳　　吳琪銘　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00019.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00019.doc,902,NA,LCEWA01_090208_00019,20.23809524
9,2,5,NA,1.05092E+15,「文化藝術獎助條例部分條文修正草案」，請審議案。,本院委員張廖萬堅等19人,張廖萬堅,許智傑　　黃偉哲　　陳　瑩　　李麗芬　　呂孫綾　　吳焜裕　　葉宜津　　黃國書　　羅致政　　蔡易餘　　鍾佳濱　　林淑芬　　鍾孔炤　　郭正亮　　莊瑞雄　　李俊俋　　施義芳　　吳思瑤　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00014.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00014.doc,902,NA,LCEWA01_090205_00014,20.37786775
9,2,5,NA,1.05093E+15,「金融監督管理委員會組織法第四條條文修正草案」，請審議案。,本院時代力量黨團,時代力量立法院黨團 黃國昌　林昶佐　徐永明,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00046.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00046.doc,902,NA,LCEWA01_090205_00046,20.42253521
9,2,9,NA,1.05102E+15,「貨物稅條例第十二條之三條文修正草案」，請審議案。,本院委員許毓仁等24人,許毓仁　　 ,孔文吉　　蔣乃辛　　楊鎮浯　　黃昭順　　陳學聖　　徐志榮　　林為洲　　鄭天財　　柯志恩　　林麗蟬　　曾銘宗　　徐榛蔚　　張麗善　　王金平　　吳志揚　　簡東明　　蔣萬安　　許淑華　　羅明才　　李彥秀　　李鴻鈞　　鄭寶清　　周陳秀霞　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00008.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00008.doc,902,NA,LCEWA01_090209_00008,20.61068702
